Relation Stats,,,,,
Player,PTS,TRB,AST,STL,BLK
Derek Anderson28POR,13.9,3.5,4.3,1.2,0.2
Jeff McInnis29CLE,11.7,2.6,7.5,1.2,0.1
Matt Harpring28UTA,14,6.2,1.8,0.9,0.2
Zydrunas Ilgauskas33CLE,12.9,7.5,1,0.4,1.3
Raymond Felton25CHA,12.1,3.6,5.6,1.5,0.3
Vince Carter34ORL,15.1,4.1,2.9,0.9,0.1
Jason Terry33DAL,15.8,1.9,4.1,1.1,0.2
Bogdan Bogdanovi?27SAC,15.1,3.4,3.4,1,0.2
Norman Powell26TOR,16,3.7,1.8,1.2,0.4
Thomas Bryant23WAS,14.3,6.1,1.5,0.4,0.8
John Johnson32SEA,11.3,5.3,5.2,0.9,0.4
Tiny Archibald33BOS,12.6,1.7,8,0.8,0
Otis Birdsong27NJN,15.1,2.4,3.9,1.4,0.3
Gerald Henderson30SEA,13.1,2.3,5.9,1.7,0.1
Jerome Kersey24POR,12.3,6,2.4,1.5,0.9
Larry Smith29GSW,8.8,11.5,1.2,0.9,0.7
Eddie Johnson30PHO,16.9,3.8,1.7,0.5,0.2
Bill Laimbeer33DET,11,9,1.9,0.5,0.7
Olden Polynice26LAC,12.3,9.1,0.8,0.5,0.4
Brevin Knight22CLE,9,3.2,8.2,2.5,0.2
Lonnie Shelton27SEA,12.4,6,2.9,0.9,0.9
Mike Bantom28IND,11.8,5.9,3.6,1.1,0.6
Thaddeus Young20PHI,15.3,5,1.1,1.3,0.3
Jos�� Calder��n29TOR,9.8,3,8.9,1.2,0.1
Markieff Morris24PHO,13.8,6,1.8,0.8,0.6
LaMarcus Aldridge35BRK,12.8,4.8,2.6,0.6,2.2
James Donaldson26SDC,11.8,7.9,1.1,0.5,1.7
LaSalle Thompson22KCK,10.3,8.9,1.1,0.9,1.8
Chris Morris23NJN,14.1,5.2,1.6,1.3,0.8
Otis Smith27ORL,13.9,5.2,2.3,1.1,0.5
Tim Perry26PHO,12.3,6.9,1.7,0.6,1.5
Dale Ellis36DEN,16.6,3.6,2,0.7,0.1
Glen Rice32LAL,15.9,4.1,2.2,0.6,0.2
Ndudi Ebi20MIN,13.5,8,0.5,0.5,0.5
Marvin Williams22ATL,13.9,6.3,1.3,0.9,0.6
Brendan Haywood30WAS,9.8,10.3,0.4,0.4,2.1
Tayshaun Prince29DET,13.5,5.1,3.3,0.7,0.4
John Salmons30TOT,15.4,3.3,2.8,1.2,0.3
Kris Humphries25NJN,10,10.4,1.1,0.4,1.1
David West31IND,12.8,6.6,2.1,0.8,0.7
Jimmy Butler24CHI,13.1,4.9,2.6,1.9,0.5
Luol Deng28CLE,14.3,5.1,2.5,1,0.1
Dahntay Jones35CLE,13,5,2,1,2
Edy Tavares24CLE,6,10,1,0,6
Eric Bledsoe28PHO,15.7,2.3,3,1.3,0.7
Austin Rivers25LAC,15.1,2.4,4,1.2,0.3
Reggie Jackson28DET,15.4,2.6,4.2,0.7,0.1
Emmanuel Mudiay22NYK,14.8,3.3,3.9,0.7,0.3
Dennis Smith Jr.21TOT,13.6,2.9,4.8,1.3,0.4
Jabari Parker24TOT,14,5.6,1.8,1.2,0.4
Justise Winslow23MIA,11.3,6.6,4,0.6,0.5
De'Andre Hunter23ATL,15,4.8,1.9,0.8,0.5
Jordan Clarkson29UTA,16,3.5,2.5,0.8,0.2
Lauri Markkanen24CLE,14.8,5.7,1.3,0.7,0.5
Byron Scott23LAL,16,2.6,3,1.2,0.2
Alvan Adams31PHO,10.8,6.1,4.2,1.3,0.6
James Donaldson28LAC,10.2,9.4,0.9,0.4,2.1
Gus Williams32WSB,13.5,2.2,5.9,1.2,0.2
Nate McMillan23SEA,7.6,4.1,8.6,2.1,0.6
Joe Barry Carroll31DEN,11.9,6.4,1.8,0.9,2
Spud Webb27ATL,13.4,2.3,5.6,1.6,0.1
Dale Ellis32SAS,16.7,3.8,1.3,1,0.2
Xavier McDaniel29BOS,13.5,6,2,0.9,0.6
Hersey Hawkins28CHH,14.3,3.8,3.2,1.5,0.2
Otis Thorpe32POR,13.5,6.9,1.6,0.6,0.4
Rony Seikaly32TOT,13.3,7,1.4,0.5,0.8
Kurt Thomas31NYK,11.1,8.3,1.9,0.7,1
Rasheed Wallace34DET,12,7.4,1.4,0.9,1.3
Trevor Ariza29HOU,12.8,5.6,2.5,1.9,0.2
Jeff Teague31MIN,13.2,2.6,6.1,0.7,0.4
Randy Smith32CLE,14.6,2.4,4.4,1.4,0.2
Bill Cartwright24NYK,14.4,5.8,1.2,0.7,0.9
Dennis Rodman26DET,11.6,8.7,1.3,0.9,0.5
Eddie Johnson31SEA,17.4,3.4,1.4,0.7,0.1
Andrew Lang29ATL,12.9,6.5,1.2,0.7,1.7
Bryant Stith25DEN,13.6,4.9,2.9,1.4,0.2
Johnny Dawkins28PHI,12,2.8,6.9,1.1,0.1
Alan Henderson25ATL,14.3,6.4,1.1,0.6,0.5
Zaza Pachulia21ATL,11.7,7.9,1.7,1.1,0.5
Samuel Dalembert25PHI,10.7,8.9,0.8,0.6,1.9
Marc Gasol24MEM,11.9,7.4,1.7,0.8,1.1
Eric Gordon20LAC,16.1,2.6,2.8,1,0.4
Raymond Felton26DEN,11.5,3.6,6.5,1.3,0
Steve Nash38LAL,12.7,2.8,6.7,0.6,0.1
Enes Freedom22UTA,13.8,7.8,0.5,0.5,0.3
Greg Monroe27PHO,11.3,8,2.5,0.8,0.3
Taurean Prince23ATL,14.1,4.7,2.6,1,0.5
Evan Fournier26ORL,15.1,3.2,3.6,0.9,0.1
Larry Nance Jr.26CLE,9.4,8.2,3.2,1.5,0.6
Mike Conley32UTA,14.4,3.2,4.4,0.8,0.1
Lonnie Shelton25SEA,13,5.6,2.5,1.6,0.2
Tree Rollins27ATL,7.8,9.3,0.9,0.6,4.3
Albert King26NJN,14.3,5,2.5,0.8,0.3
Dan Roundfield32WSB,11.6,8.1,2.1,0.5,0.6
Ricky Pierce31SEA,17.5,2.3,2.3,0.7,0.1
Darrell Walker29WSB,7.8,7,6.5,1.1,0.5
Johnny Newman28CHH,15.3,3.3,2.7,1.3,0.3
Elden Campbell25LAL,12.3,6.8,1.1,0.8,1.9
Gerald Wilkins30CLE,14.3,3.7,3.1,1.3,0.5
Mark Jackson30IND,10,3.8,7.8,1.2,0.1
Sam Cassell27PHO,14.8,2.3,4.5,1,0.3
Vin Baker30SEA,14.1,6.4,1.3,0.4,0.7
John Stockton40UTA,10.8,2.5,7.7,1.7,0.2
P.J. Brown34NOH,10.5,8.6,1.9,1,0.9
Primo? Brezec25CHA,13,7.4,1.2,0.5,0.8
Kenny Thomas27TOT,12.4,7.3,2.1,0.9,0.2
Mike Miller25MEM,13.7,5.4,2.7,0.7,0.4
Ben Wallace32CHI,6.4,10.7,2.4,1.4,2
Chris Wilcox25SEA,13.4,7,1.2,0.7,0.6
J.R. Smith23DEN,15.2,3.7,2.8,1,0.2
Rodney Stuckey22DET,13.4,3.5,4.9,1,0.1
Jason Richardson30TOT,15.6,4.1,1.8,1.2,0.2
D.J. Augustin26CHI,14.9,2.1,5,0.9,0
Nick Young28LAL,17.9,2.6,1.5,0.7,0.2
Caris LeVert24BRK,13.7,3.8,3.9,1.1,0.4
D��vis Bert��ns27WAS,15.4,4.5,1.7,0.7,0.6
Dillon Brooks24MEM,16.2,3.3,2.1,0.9,0.4
Derrick Rose32TOT,14.7,2.6,4.2,1,0.4
Tree Rollins24ATL,8.9,9.4,0.9,0.7,3
Vinnie Johnson24SEA,13,4.5,4.2,1,0.2
Andrew Toney24PHI,16.5,1.7,3.7,0.8,0.2
Bob McAdoo31LAL,15,5.3,0.8,0.9,0.9
Tim McCormick24PHI,12.8,7.5,1.4,0.4,0.8
Rex Chapman21CHH,16.9,2.5,2.3,0.9,0.3
Hersey Hawkins22PHI,15.1,2.8,3,1.5,0.5
Larry Krystkowiak24MIL,12.7,7.6,1.3,1.2,0.1
Dell Curry27CHH,15.7,3.4,2.3,1.2,0.3
Kenny Gattison27CHH,12.7,7.1,1.6,0.7,0.8
Robert Pack27DAL,11.5,3,6.4,1.8,0.2
Rodney Rogers25LAC,13.2,5.1,2.7,1.1,0.8
Allan Houston27NYK,16.3,3,2.7,0.7,0.2
Al Horford21ATL,10.1,9.7,1.5,0.7,0.9
Alvin Williams27TOR,11.8,3.4,5.7,1.6,0.3
Gordan Giri?ek25ORL,14.3,4.8,2.5,1.1,0.1
Emeka Okafor28NOH,10.3,9.5,0.6,0.6,1.8
Myles Turner21IND,12.7,6.4,1.3,0.6,1.8
Kevin Love32CLE,12.2,7.4,2.5,0.6,0.1
A.C. Green24LAL,11.4,8.7,1.1,1.1,0.5
Nick Anderson23ORL,14.1,5.5,1.5,1.1,0.6
Mike Bibby23SAC,13.7,2.8,5,1.1,0.2
Vlade Divac34SAC,9.9,7.2,3.4,1,1.3
Mike Dunleavy24GSW,13.4,5.5,2.6,1,0.3
Ricky Davis28MIA,13.8,4.3,3.4,1.1,0.2
Andr??s Nocioni29SAC,13.7,6,1.8,0.6,0.7
Elton Brand30PHI,13.1,6.1,1.4,1.1,1.1
Taj Gibson28CHI,13,6.8,1.1,0.5,1.4
Thaddeus Young26BRK,13.8,5.9,1.4,1.4,0.3
Shelvin Mack25UTA,12.7,3.8,5.3,0.9,0.1
Marcus Morris26DET,14.1,5.1,2.5,0.8,0.3
JaVale McGee31LAL,12,7.5,0.7,0.6,2
Juancho Hernang��mez24MIN,12.9,7.3,1.3,1,0.3
Terrence Ross29ORL,15.6,3.4,2.3,1,0.5
Dennis Schr?der28BOS,14.4,3.3,4.2,0.8,0.1
Wes Matthews21ATL,12.5,2.1,6.2,1.8,0.2
Wes Unseld34WSB,8,10.7,2.7,0.8,0.6
James Edwards28PHO,14.7,4.8,2.6,0.3,0.4
John Williams21WSB,12.8,5.4,2.8,1.4,0.4
Rumeal Robinson25ATL,13,2.7,5.5,1.3,0.3
Buck Williams31POR,11.3,8.8,1.4,0.8,0.5
Grant Long27MIA,11.4,7.2,2.5,1.3,0.4
Charles Oakley31NYK,10.1,8.9,2.5,1.2,0.1
Hersey Hawkins30SEA,13.9,3.9,3,1.9,0.1
Danny Manning31PHO,13.5,5.6,2,1,0.7
Ron Mercer21BOS,15.3,3.5,2.2,1.6,0.2
Dale Davis30IND,10,9.9,0.9,0.7,1.3
Alan Henderson27ATL,13.2,7,0.9,1,0.7
Jermaine O'Neal30MIA,13,5.4,2,0.4,2
Chris Kaman28LAC,12.4,7,1.4,0.5,1.5
Gerald Henderson24CHA,15.1,4.1,2.3,0.9,0.4
Luis Scola32PHO,12.8,6.6,2.2,0.8,0.4
Dion Waiters22CLE,15.9,2.8,3,0.9,0.2
Wilson Chandler27DEN,13.9,6.1,1.7,0.7,0.4
Jonas Valan?i??nas22TOR,12,8.7,0.5,0.4,1.2
Enes Freedom24OKC,14.3,6.7,0.9,0.4,0.5
Dejounte Murray23SAS,10.9,5.8,4.1,1.7,0.3
Bob Wilkerson25DEN,13.8,4.2,3.2,1.2,0.4
Bill Laimbeer23CLE,9.8,8.6,2.7,0.7,1
Dennis Johnson29BOS,13.2,3.5,4.2,1.2,0.7
Mark Aguirre29DET,15.5,4.2,2.5,0.4,0.2
Harold Pressley25SAC,12.3,6.1,2.2,1.2,1
Dell Curry25CHH,16,2.5,2.4,1.5,0.4
Rik Smits25IND,13.8,5.6,1.6,0.4,1.4
Al Harrington31DEN,14.2,6.1,1.4,0.9,0.2
Doug Christie29TOR,12.4,3.9,4.4,1.4,0.6
John Starks34TOT,13.9,2.7,4.9,1.1,0.1
Courtney Alexander23WAS,17,3,1.5,1.1,0.1
Al Harrington23IND,13.3,6.4,1.7,1,0.3
Jim Jackson34HOU,13.3,4.8,3.6,1,0
Ramon Sessions22MIL,12.4,3.4,5.7,1.1,0.1
Marcus Camby35POR,7,11.1,1.5,1.1,2
Robert Covington25PHI,12.8,6.3,1.4,1.6,0.6
Isaiah Thomas28TOT,15.2,2.1,4.8,0.5,0.1
Cole Anthony20ORL,12.9,4.7,4.1,0.6,0.4
Seth Curry31TOT,15,3.1,3.6,0.8,0.2
Marcus Morris32LAC,15.4,4.4,2.1,0.5,0.3
Ron Brewer24POR,15.7,2.6,2.6,1.2,0.6
Quintin Dailey28LAC,16.1,3,2.2,1.3,0.1
Pooh Richardson23MIN,11.4,2.6,6.8,1.6,0.3
Mitchell Wiggins30HOU,15.5,4.3,1.6,1.3,0
Mahmoud Abdul-Rauf25DEN,16,1.9,3.6,1.1,0.1
Vinny Del Negro29SAS,14.5,3.3,3.8,1,0.1
Rony Seikaly30GSW,12.1,7.8,1.1,0.6,1.1
Christian Laettner30DET,12.2,6.7,2.3,1,0.5
Anthony Mason35MIL,9.6,7.9,4.2,0.7,0.3
Andrei Kirilenko21UTA,12,5.3,1.7,1.5,2.2
Tim Thomas26TOT,14.7,4.8,1.9,1,0.3
Udonis Haslem24MIA,10.9,9.1,1.4,0.8,0.5
David Wesley34NOH,13.9,3.3,4.2,1.3,0
Grant Hill35PHO,13.1,5,2.9,0.9,0.8
Peja Stojakovi?30NOH,16.4,4.3,1.2,0.7,0.1
Mo Williams30UTA,12.9,2.4,6.2,1,0.2
Eric Gordon25NOP,15.4,2.6,3.3,1.2,0.2
J.R. Smith28NYK,14.5,4,3,0.9,0.3
Gorgui Dieng25MIN,9.7,8.3,2,1,1.7
Josh Smith29HOU,12,6,2.6,0.9,1.2
Will Barton26DEN,13.7,4.3,3.4,0.8,0.5
Reggie Jackson26DET,14.5,2.2,5.2,0.7,0.1
Tyler Johnson24MIA,13.7,4,3.2,1.2,0.6
Bobby Portis22CHI,13.2,6.8,1.7,0.7,0.3
Jarrett Allen20BRK,10.9,8.4,1.4,0.5,1.5
Myles Turner23IND,12.1,6.6,1.2,0.7,2.1
Wendell Carter Jr.21TOT,11.2,8.2,1.9,0.6,0.8
Markelle Fultz22ORL,12.9,3.1,5.4,1,0.3
Aaron Gordon25TOT,12.4,5.7,3.2,0.7,0.7
George Johnson27IND,13,5.7,2.4,1,0.6
Steve Stipanovich23IND,12,6.9,2.1,0.9,0.8
Jerome Whitehead28GSW,13,7.9,0.7,0.6,0.5
Kevin Willis23ATL,12.3,8.6,0.5,0.8,0.5
Wayman Tisdale22IND,14.5,5.9,1.4,0.6,0.3
Jerry Reynolds27ORL,12.8,4.8,2.7,1.4,1
Stacey Augmon23ATL,13.3,5.1,2.5,1.5,0.3
James Worthy31LAL,14.9,3,3.4,1.1,0.3
Loy Vaught25LAC,11.7,8.7,1,1,0.3
Ervin Johnson29DEN,7.1,11.1,0.9,0.8,2.8
Clarence Weatherspoon27GSW,10.7,8.3,1.6,1.4,0.7
Brevin Knight23CLE,9.6,3.4,7.7,1.8,0.2
Troy Murphy27IND,12.2,7.2,2.2,0.7,0.4
Tristan Thompson22CLE,11.7,9.2,0.9,0.5,0.4
Mark Olberding24SAS,12.3,5.7,3.4,0.9,0.4
Dell Curry28CHH,15.3,3.6,2.3,1.1,0.3
Vlade Divac35SAC,9.9,5.7,5.3,0.7,1
Grant Hill33ORL,15.1,3.8,2.3,1.1,0.3
Chris Webber33DET,11.3,6.7,3,1,0.6
J.J. Redick28ORL,15.1,2.4,4.4,0.6,0.1
Joe Johnson32BRK,15.8,3.4,2.7,0.6,0.1
Derrick Favors26UTA,12.3,7.2,1.3,0.7,1.1
Bogdan Bogdanovi?26SAC,14.1,3.5,3.8,1,0.2
Micheal Ray Richardson28NJN,12,3.6,4.5,2.1,0.4
Joe Barry Carroll29TOT,12.7,6.4,1.5,0.6,1.4
Jay Vincent28DEN,15.4,4.2,2,0.6,0.4
Travis Mays22SAC,14.3,2.8,4,1.3,0.2
Kevin McHale34BOS,13.9,5.9,1.5,0.2,1.1
Jeff Malone32PHI,16.8,3.1,2.2,0.5,0
Elden Campbell26LAL,12.5,6.1,1.3,0.9,1.8
Anthony Mason28NYK,9.9,8.4,3.1,0.9,0.3
Dale Davis27IND,10.4,9.7,0.7,0.8,1
Eric Williams24BOS,15,4.6,1.8,1,0.2
Charles Oakley34NYK,9,9.2,2.5,1.6,0.3
Toni Kuko?31PHI,12.4,4.5,4.4,1,0.3
Lorenzen Wright25ATL,12.4,7.5,1.2,0.6,0.9
Wesley Person30CLE,15.1,3.8,2.2,1,0.5
Kenyon Martin30DEN,12.4,6.5,1.3,1.2,1.2
Lou Williams23PHI,14,2.9,4.2,1.3,0.2
Jason Kidd37DAL,7.9,4.4,8.2,1.7,0.4
Jordan Hill27LAL,12,7.9,1.5,0.5,0.7
Serge Ibaka26OKC,12.6,6.8,0.8,0.5,1.9
Robert Covington27PHI,12.6,5.4,2,1.7,0.9
Robert Covington29MIN,12.8,6,1.2,1.7,0.9
Draymond Green29GSW,8,6.2,6.2,1.4,0.8
Kenny Carr24CLE,12.3,7.7,1,0.9,0.7
Derek Harper24DAL,12.2,2.9,5.3,1.9,0.3
Joe Dumars24DET,14.2,2.4,4.7,1.1,0.2
James Donaldson31DAL,9.1,10.8,0.7,0.5,1.5
Grant Long28ATL,11.7,7.5,1.6,1.4,0.4
Scott Burrell25CHH,13.2,4.9,2.4,1.4,0.7
Rex Chapman30PHO,15.9,2.5,3,1,0.2
Jamal Crawford25NYK,14.3,3.1,3.8,1.1,0.2
Darius Miles24POR,14,4.6,1.8,1.1,1
Jarrett Jack29GSW,12.9,3.1,5.6,0.8,0.1
Pau Gasol37SAS,10.1,8,3.1,0.3,1
Goran Dragi?32MIA,13.7,3.1,4.8,0.8,0.1
Vern Fleming22IND,14.1,4,3.1,1.2,0.1
Grant Long22MIA,11.9,6.7,1.8,1.5,0.6
Mark Jackson24NYK,9.9,3.9,7.4,1.3,0
Craig Ehlo30CLE,12.3,4.9,3.8,1.2,0.3
Jeff Malone31UTA,18.1,2.2,1.6,0.5,0.1
Derek Harper34NYK,14,2.5,4.3,1.6,0.1
Gary Trent23TOR,12.2,8,1.1,0.6,0.6
Nen??21DEN,11.8,6.5,2.2,1.5,0.5
Jerry Stackhouse29WAS,13.9,3.6,4,0.9,0.1
Tim Thomas26MIL,14.1,4.9,2.1,1,0.4
Josh Howard24DAL,12.6,6.4,1.4,1.5,0.6
Jason Terry30DAL,15.5,2.5,3.2,1.1,0.2
Kelenna Azubuike25GSW,14.4,5,1.6,0.8,0.7
J.R. Smith24DEN,15.4,3.1,2.4,1.3,0.3
John Salmons31MIL,14,3.6,3.5,1,0.4
Hedo T��rko?lu31ORL,11.4,4.6,5.1,1,0.4
Jason Terry34DAL,15.1,2.4,3.6,1.2,0.2
Andrew Bynum26IND,11.5,9.5,1,0,0.5
Robin Lopez25POR,11.1,8.5,0.9,0.3,1.7
Ish Smith26PHI,12,2.9,6.1,1.3,0.2
Eric Gordon28HOU,16.2,2.7,2.5,0.6,0.5
Lonzo Ball21LAL,9.9,5.3,5.4,1.5,0.4
Derrick Favors27UTA,11.8,7.4,1.2,0.7,1.4
Rudy Tomjanovich31HOU,14.2,5.8,1.8,0.5,0.2
Calvin Natt24POR,13.4,5.8,2.1,1,0.2
Kenny Carr30POR,11.1,8.9,1.3,0.7,0.5
Danny Schayes29DEN,12.8,6.6,1.4,0.6,1.1
Blair Rasmussen27DEN,12.4,7.3,1,0.5,1.3
J.R. Reid21CHH,11.1,8.4,1.2,1.1,0.7
Otis Smith26ORL,13.5,4.6,2.3,1.2,0.9
Kevin Willis27ATL,12.4,8,0.7,0.8,0.6
Anthony Peeler24LAL,14.1,3.6,3.1,1.4,0.3
Eddie Jones23LAL,14,3.9,2,2,0.6
Billy Owens28SAC,10.5,7.5,2.8,1.2,0.5
Steve Smith30POR,14.9,3.8,2.5,0.9,0.4
Mike Dunleavy28IND,15.1,3.8,2.4,0.7,0.5
Ben Poquette27UTA,11,6.9,2.2,0.9,1.5
Thurl Bailey28UTA,14.2,5,1.7,0.4,1.2
Mark West29PHO,10.5,8.9,0.5,0.4,2.2
Dale Davis26IND,10.3,9.1,1,0.7,1.4
Erick Strickland26DAL,12.8,4.8,3.1,1.5,0.2
Mark Jackson35TOR,8.5,3.4,9.2,1.2,0.1
Raef LaFrentz25DAL,10.8,7.4,1.1,0.9,2.2
Speedy Claxton26TOT,11.5,3,6,1.8,0.1
Andris Biedri??20GSW,9.5,9.3,1.1,0.8,1.7
Earl Boykins30DEN,15.2,2,4.3,0.8,0.1
Darren Collison23IND,13.2,2.8,5.1,1.1,0.2
Ramon Sessions24CLE,13.3,3.1,5.2,0.7,0.1
Elton Brand32PHI,11,7.2,1.6,1,1.6
JaVale McGee24TOT,11.3,7.8,0.5,0.6,2.2
Jared Sullinger23BOS,10.3,8.3,2.3,0.9,0.6
T.J. Warren23PHO,14.4,5.1,1.1,1.2,0.6
Harrison Barnes26SAC,14.3,5.5,1.9,0.6,0.1
Marcus Morris29BOS,13.9,6.1,1.5,0.6,0.3
Rui Hachimura21WAS,13.5,6.1,1.8,0.8,0.2
Gary Trent Jr.22TOR,16.2,3.6,1.3,1.1,0.2
Brad Davis27DAL,11.6,2.5,7.2,1,0.1
Frank Johnson25WSB,12,2.2,6.9,1.2,0.1
Vlade Divac23LAL,11.3,6.9,1.7,1.5,1
Vernon Maxwell27HOU,13.8,3.1,4.2,1.2,0.1
Derrick McKey26SEA,13.4,4.2,2.6,1.4,0.8
Buck Williams33POR,9.7,10.4,1,0.7,0.6
Grant Long28TOT,11.6,7.5,1.6,1.3,0.4
Rony Seikaly29GSW,12.1,7.4,1.3,0.6,1
P.J. Brown26NJN,11.3,6.9,2,1,1.2
Sasha Danilovi?26DAL,16.6,2.6,1.9,1.2,0.1
Kendall Gill30NJN,11.8,4.9,2.5,2.7,0.5
Travis Best28IND,11.9,2.9,6.1,1.4,0.1
Anfernee Hardaway30PHO,12,4.4,4.1,1.5,0.4
Michael Redd23MIL,15.1,4.5,1.4,1.2,0.2
Andrei Kirilenko26UTA,11,4.7,4,1.2,1.5
Chris Duhon26NYK,11.1,3.1,7.2,0.9,0.1
Isaiah Thomas25PHO,15.2,2.4,3.7,1,0.1
Dario ?ari?22PHI,12.8,6.3,2.2,0.7,0.4
Kent Bazemore28ATL,12.9,3.8,3.5,1.5,0.7
Jaylen Brown21BOS,14.5,4.9,1.6,1,0.4
Kentavious Caldwell-Pope24LAL,13.4,5.2,2.2,1.4,0.2
Harrison Barnes27SAC,14.5,4.9,2.2,0.6,0.2
Miles Bridges22CHO,12.7,6,2.2,0.7,0.8
Cory Joseph29DET,12,3.2,5.5,1.2,0.5
Brian Taylor28SDC,13.5,2.4,4.3,1.9,0.3
Jim Chones31LAL,10.8,8,1.9,0.5,1.2
Jim Spanarkel23DAL,14.4,3.6,2.8,1.4,0.2
George Johnson26IND,11.6,6.6,2.7,0.9,0.6
Mike Woodson27SAC,15.6,2.8,2.4,1.1,0.5
Mark Eaton30UTA,7.7,8.8,1.3,0.5,4.1
John Long30IND,15.2,2.7,3.2,1.2,0.1
Darnell Valentine27LAC,11.2,2.3,6.9,1.8,0.2
Gerald Wilkins25NYK,14.3,3,3.4,1.4,0.3
Vern Fleming28IND,12.7,3.1,5.3,1.1,0.2
Shawn Bradley21PHI,10.3,6.2,2,0.9,3
Kenny Anderson27POR,12.6,3,5.4,1.4,0
Kobe Bryant19LAL,15.4,3.1,2.5,0.9,0.5
Bobby Jackson24DEN,11.6,4.4,4.7,1.5,0.2
Anderson Varej?o28CLE,9.1,9.7,1.5,0.9,1.2
Victor Oladipo27IND,14.5,3.9,2.9,0.9,0.2
Reggie Jackson23OKC,13.1,3.9,4.1,1.1,0.1
Jay Humphries23PHO,11,3.2,6.4,1.6,0.1
Dana Barros26PHI,13.3,2.4,5.2,1.3,0.1
Morris Peterson25TOR,14.1,4.4,2.3,1.1,0.4
Ricky Davis24BOS,14.1,4.2,2.6,1.2,0.2
James Posey27MEM,13.7,4.9,1.5,1.7,0.5
Dan Dickau26NOH,13.2,2.7,5.2,1.1,0.1
Delonte West22BOS,11.8,4.1,4.6,1.2,0.6
Kirk Hinrich27CHI,11.5,3.3,6,1.2,0.3
Tayshaun Prince27DET,13.2,4.9,3.3,0.5,0.4
Kenyon Martin31DEN,11.7,6,2,1.5,1.1
Wesley Matthews24POR,15.9,3.1,2,1.2,0.1
Paul George21IND,12.1,5.6,2.4,1.6,0.6
Steve Blake33LAL,9.5,3.8,7.6,1.3,0.1
Rudy Gobert22UTA,8.4,9.5,1.3,0.8,2.3
Chandler Parsons27DAL,13.7,4.7,2.8,0.8,0.3
Lance Stephenson25MEM,14.2,4.4,2.8,0.7,0.2
Rodney Hood25UTA,16.8,2.8,1.7,0.8,0.2
Otto Porter Jr.25WAS,12.6,5.6,2,1.6,0.5
Kendrick Nunn24MIA,15.3,2.7,3.3,0.8,0.2
Wendell Carter Jr.21CHI,10.9,7.8,2.2,0.6,0.8
Tim Hardaway Jr.28DAL,16.6,3.3,1.8,0.4,0.2
Dennis Schr?der28TOT,13.5,3.3,4.6,0.8,0.1
Collin Sexton23CLE,16,3.3,2.1,0.9,0
Calvin Murphy32HOU,16.7,1.1,2.9,1.5,0.1
Bill Robinzine28TOT,12.9,6.8,1.5,1,0.1
Reggie King24KCK,12.1,6.5,2.2,1.1,0.4
James Worthy21LAL,13.4,5.2,1.7,1.2,0.8
Dan Roundfield31DET,10.9,8.1,1.8,0.5,1
John Bagley27NJN,12,3.1,5.8,1.3,0.1
Todd Lichti24DEN,14,3.9,2.5,1.6,0.3
Gerald Wilkins27NYK,13.8,3,4,1.2,0.3
Rik Smits26IND,14.3,5.3,1.5,0.3,0.9
Jeff Hornacek30UTA,14.6,2.5,3.9,1.2,0.1
Kendall Gill26SEA,13.7,4,2.6,1.6,0.4
Othella Harrington26VAN,13.1,6.9,1.2,0.4,0.7
Wally Szczerbiak27MIN,15.5,3.7,2.4,0.5,0.2
Kenyon Martin28DEN,12.9,6.3,1.4,0.8,0.9
Nen??24DEN,12.2,7,1.2,1,0.9
Emeka Okafor27NOH,10.4,9,0.7,0.7,1.5
Andrei Kirilenko29UTA,11.7,5.1,3,1.3,1.2
Shawn Marion32DAL,12.5,6.9,1.4,0.9,0.6
Nick Young25WAS,17.4,2.7,1.2,0.7,0.3
Luol Deng29MIA,14,5.2,1.9,0.9,0.3
Jabari Parker20MIL,14.1,5.2,1.7,0.9,0.4
Mikal Bridges25PHO,14.2,4.2,2.3,1.2,0.4
Terry Porter30POR,13.1,2.8,5.2,1,0.2
Ron Harper35CHI,11.2,5.1,3.3,1.7,1
Jamaal Magloire24NOH,10.3,8.8,1.1,0.6,1.4
Bob Sura31HOU,10.3,5.5,5.2,1.1,0.1
Mike Dunleavy26TOT,12.8,5.3,2.8,1,0.3
Zaza Pachulia22ATL,12.2,6.9,1.5,1.1,0.5
Zach Randolph30MEM,11.6,8,1.7,0.8,0.1
Rodney Stuckey25DET,14.8,2.6,3.8,0.8,0.2
Trey Burke21UTA,12.8,3,5.7,0.6,0.1
Steven Adams23OKC,11.3,7.7,1.1,1.1,1
Dave Robisch31CLE,9.4,7.7,4,0.6,0.5
Alton Lister26MIL,9.9,8,1.6,0.6,2.1
Aaron McKie28PHI,11.6,4.1,5,1.4,0.1
Larry Hughes24WAS,12.8,4.6,3.1,1.3,0.4
Jerome Williams29TOR,9.7,9.2,1.3,1.6,0.4
Joe Smith28MIL,10.9,8.5,1,0.6,1.2
Raymond Felton21CHA,11.9,3.3,5.6,1.3,0.1
Nenad Krsti?22NJN,13.5,6.4,1.1,0.4,0.8
Spencer Hawes20SAC,11.4,7.1,1.9,0.6,1.2
Kevin Love20MIN,11.1,9.1,1,0.4,0.6
Antonio McDyess34DET,9.6,9.8,1.3,0.7,0.8
Channing Frye27PHO,12.7,6.7,1.2,0.6,1
Chauncey Billups35LAC,15,2.5,4,0.5,0.2
Elfrid Payton21ORL,10.7,3.6,6.4,1.2,0.3
